index,axis-0,axis-1,axis-2,axis-3
0.0,0.0,30.097386969501887,152.60151101718296,232.20955119038706
1.0,0.0,26.572710974555168,155.07544204194426,232.44035296313427
2.0,0.0,31.101179055900868,155.7387901920759,232.21145550050082
3.0,0.0,28.12639533362063,151.47356020782698,232.29642095040265
4.0,0.0,27.41944976261414,157.05490961717402,232.2930176087472
5.0,0.0,31.8463564053213,153.2119323370983,231.7108400414371
6.0,0.0,25.61863517322793,152.93828399726885,232.24243241259705
7.0,0.0,30.445679856475017,157.61140819615977,232.1582275648595
8.0,0.0,30.00068410011617,150.68070812690087,231.84228435298616
9.0,0.0,25.41856021356213,156.2930108479385,232.0083452414847
10.0,0.0,32.757164812325684,155.17638184955214,231.54597696352445
11.0,0.0,26.393374948958638,150.75051627687532,232.00928294912924
12.0,0.0,28.297963846380792,158.69299789396825,231.9083122545598
13.0,0.0,32.17616825241231,151.47168745677692,231.17242163505543
14.0,0.0,24.156012223470942,154.0850192569847,231.8369103737667
15.0,0.0,32.26305444854329,157.68569470441793,231.66957068631365
16.0,0.0,28.63863376255858,149.33355411999088,231.72243089187148
17.0,0.0,25.625060825698966,158.17198220224753,231.6088015795974
18.0,0.0,33.66730433137102,153.65615029592212,230.7615991255013
19.0,0.0,24.472006939614847,151.22966935242277,231.70313129247234
20.0,0.0,30.056943273748615,159.58916261308022,231.56839480599388
21.0,0.0,31.522482823913588,149.60817416299454,231.08543533221362
22.0,0.0,23.523047773007566,155.9967253568681,231.36234820814306
23.0,0.0,33.922895912558296,156.67109621614256,231.05557697015618
24.0,0.0,26.593423717718945,148.84423445657907,231.49929764833126
25.0,0.0,26.861051496492408,159.86715684195607,231.2709863856123
26.0,0.0,33.83741832449816,151.68837967121985,230.1766169295401
27.0,0.0,22.90762807100941,152.72205279810535,231.2751199868846
28.0,0.0,32.24131462867564,159.52475360349723,231.17992423579076
29.0,0.0,29.940972281110298,148.05125513537084,231.13673393855632
30.0,0.0,23.84497531128008,158.1787105467436,230.94017247186233
31.0,0.0,34.91111603261631,154.8324062408641,230.1710798317567
32.0,0.0,24.331474710816153,149.38572865569398,231.19018453444974
33.0,0.0,28.903390120229204,160.97310380642128,230.97661600202034
34.0,0.0,33.17522304450921,149.5221833571129,230.200718691499
35.0,0.0,22.11519645302963,154.91689495865464,230.74296289114722
36.0,0.0,34.32044268586672,158.44346616732932,230.68304388848367
37.0,0.0,27.596495583136573,147.30417542332364,230.9689297569959
38.0,0.0,25.118085883759882,160.24377259428493,230.63483671423515
39.0,0.0,35.179712226828826,152.56133646004798,229.4237512691762
40.0,0.0,22.368082106845048,150.9533113070487,230.77472422426334
41.0,0.0,31.42814716657146,161.17847966924847,230.66826994549558
42.0,0.0,31.641879610725777,147.4502145973294,230.52531119920604
43.0,0.0,22.229642341609907,157.43270459732906,230.27706202088513
44.0,0.0,35.75890673022438,156.47906021974842,229.9374469658845
45.0,0.0,24.958063813795242,147.61911438557203,230.64853696899857
46.0,0.0,27.253136042133505,161.80614252103047,230.40319827558073
47.0,0.0,34.72874156651829,150.17939410951487,229.25857169861436
48.0,0.0,21.149661138630513,153.32402070670628,230.23299882626986
49.0,0.0,33.98420883318472,160.28362017420883,230.25173836094595
50.0,0.0,29.165205557854037,146.1647950986021,230.5114397527386
51.0,0.0,23.310353142052744,159.92404967569954,229.97966303613032
52.0,0.0,36.27411406606832,153.88719856812838,228.96717049135887
53.0,0.0,22.500815702718384,149.02696560009755,230.25861523205674
54.0,0.0,30.011365732405785,162.47703126091048,230.1292607596472
55.0,0.0,33.43985159746985,147.58926257511413,229.68780746666926
56.0,0.0,20.907478755498744,156.11989611791097,229.66556953069795
57.0,0.0,36.074268284689275,158.3937004148895,229.73314222566046
58.0,0.0,26.20545866523917,146.089137103753,230.11151233713827
59.0,0.0,25.334876646566634,162.02791986393513,229.7935670775202
60.0,0.0,36.00973889685462,151.28939585675826,228.4647110156663
61.0,0.0,20.697071434804606,151.38852199225764,229.7842298812238
62.0,0.0,32.98344571220376,162.01362903573764,229.77031739212677
63.0,0.0,31.123037650752853,145.55596587320173,230.02649639969715
64.0,0.0,21.63418724075517,158.9861297812039,229.31123188019984
65.0,0.0,37.157389221172835,155.66753961468933,228.8650776364883
66.0,0.0,23.27796597593837,147.1467710837672,229.71570870589613
67.0,0.0,28.162928892217607,163.32073523942788,229.5844128693705
68.0,0.0,35.11913048934196,148.47286295478804,228.72894181937923
69.0,0.0,19.939442616556587,154.3730820607434,229.15430193545464
70.0,0.0,35.688267286416824,160.4041785694114,229.36989448146835
71.0,0.0,27.94195648319916,144.83121553527394,229.73048713941216
72.0,0.0,23.353752584672375,161.62073300716858,229.14641293905535
73.0,0.0,37.13178106065047,152.73720277147308,227.99451623492936
