,frame,Elipsoid_deviation_contribution_matrix,Tissue_stress_tensor_cartesian,Tissue_stress_tensor_elliptical,Tissue_stress_tensor_elliptical_e1,Tissue_stress_tensor_elliptical_e2,Tissue_stress_tensor_elliptical_e3,stress_ellipsoid_anisotropy_e12,stress_ellipsoid_anisotropy_e23,stress_ellipsoid_anisotropy_e13,angle_ellipsoid_cartesian_e1_x1,angle_ellipsoid_cartesian_e1_x2,angle_ellipsoid_cartesian_e1_x3,stress_tissue_anisotropy,Gauss_Bonnet_relative_error,Gauss_Bonnet_error,Gauss_Bonnet_error_radial,Gauss_Bonnet_relative_error_radial,H0_volume_integral,H0_arithmetic,H0_surface_integral,S2_volume_integral,stress_cell_nearest_pair_anisotropy,stress_cell_nearest_pair_distance,stress_cell_all_pair_anisotropy,stress_cell_all_pair_distance,auto_correlations_distances,auto_correlations_average,auto_correlations_normalized,auto_correlations_averaged_normalized,time,autocorrelations_temporal_total,autocorrelations_temporal_cell,autocorrelations_temporal_tissue,stress_total_anisotropy,stress_cell_anisotropy
0,0,"[[0.11304938 0.04321232 0.0587987  0.19648346 0.00508066 0.05414412]
 [0.00537972 0.0613299  0.01496638 0.35005125 0.55607574 0.08195403]
 [0.03653343 0.09922979 0.09747146 0.55591235 0.19145378 0.08319121]
 [0.55725218 0.07747909 0.10103291 0.07492988 0.25528936 0.17645006]
 [0.01345387 0.04481235 0.00833076 0.02621843 0.24550408 0.01581111]
 [0.14175516 0.18051883 0.18987508 0.01157584 0.06785633 0.09922164]]","[[-0.01075989 -0.10741943 -0.02558316]
 [-0.10741943  0.09091678 -0.05289571]
 [-0.02558316 -0.05289571 -0.03579706]]","[[ 0.16399385  0.          0.        ]
 [ 0.         -0.00692224  0.        ]
 [ 0.          0.         -0.11271177]]",0.16399384896391453,-0.006922243237976994,-0.11271176996315102,0.17091609220189152,0.10578952672517403,0.2767056189270656,95.5654256913466,135.60223276546157,111.82857340369976,0.276705618927066,0.06413823967563706,0.8059848903166511,0.8919808676403971,0.07098158211418341,0.12374107630407032,0.12730583764189451,0.12579944407777235,2210.787201196138,"[0.         0.         0.         0.         0.19525475 0.
 0.         0.78770034 0.         0.76180138 0.90847246 0.
 0.86472776 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.2199198  0.76180138 0.86472776 0.99825977
 0.         0.         0.90847246 0.         0.53403815 0.
 0.         0.        ]","[0.         0.         0.         0.         8.63750648 0.
 0.         5.47455307 0.         5.43791045 5.56502674 0.
 5.5002106  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         7.33562627 5.43791045 5.5002106  6.98026688
 0.         0.         5.56502674 0.         5.76187785 0.
 0.         0.        ]","[0.44891693 0.78770034 0.76180138 1.01984443 0.79436406 1.1495561
 0.99825977 0.51928064 0.85806404 0.83216508 1.09020813 0.86472776
 1.2199198  1.06862348 0.33754496 0.67632837 0.6504294  0.90847246
 0.68299209 1.03818413 0.8868878  0.19525475 0.53403815 0.50813919
 0.76618224 0.54070187 0.89589391 0.74459759]","[ 9.22400738  5.47455307  5.43791045 19.38622431 19.5317663  17.87735067
  6.98026688 16.03165122 19.88108541 19.80086471  5.64393673  5.5002106
  7.33562627 18.37084895 20.01847607 13.55297933 19.21054158  5.56502674
 10.26416613 15.40247097  9.45194303  8.63750648  5.76187785 14.2853602
  9.96457801 19.07866168 10.90329029 13.77080675]","[[ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [23.]
 [24.]]","[[ 0.00177321]
 [ 0.00134207]
 [ 0.0017967 ]
 [-0.00033532]
 [-0.00213635]
 [-0.00199289]
 [-0.00186376]
 [-0.0045844 ]
 [-0.00419203]
 [-0.00171215]
 [-0.00130529]
 [-0.00214749]
 [-0.00073213]
 [ 0.00241184]
 [ 0.00171621]
 [ 0.00259391]
 [ 0.00391414]
 [ 0.00593156]]",0.005967445977768877,"[[ 0.29714781]
 [ 0.22489849]
 [ 0.30108417]
 [-0.05619222]
 [-0.35799993]
 [-0.33396009]
 [-0.31232097]
 [-0.76823442]
 [-0.70248296]
 [-0.28691571]
 [-0.21873473]
 [-0.35986744]
 [-0.12268713]
 [ 0.40416548]
 [ 0.28759481]
 [ 0.43467684]
 [ 0.6559158 ]
 [ 0.99398712]]",0,1.0,1.0,1.0,1.0402275190016899,0.9888743846920256
1,1,"[[0.09149827 0.02835768 0.06815657 0.14921577 0.0127258  0.04046021]
 [0.01677086 0.04066379 0.00639464 0.23374803 0.46272252 0.07795   ]
 [0.02271273 0.07163244 0.07659248 0.58268737 0.15387424 0.01076857]
 [0.5278492  0.01301513 0.23190369 0.06579096 0.25368832 0.14913566]
 [0.06603337 0.05480112 0.04185591 0.09518113 0.1737196  0.05089417]
 [0.17444854 0.10902589 0.16351927 0.0329735  0.02176948 0.06775026]]","[[-0.02313193 -0.11549847 -0.02983333]
 [-0.11549847  0.09091906 -0.04938682]
 [-0.02983333 -0.04938682 -0.01994059]]","[[ 0.16659278  0.          0.        ]
 [ 0.          0.00280992  0.        ]
 [ 0.          0.         -0.12155616]]",0.16659278295637892,0.0028099183381794512,-0.1215561578748125,0.16378286461819946,0.12436607621299195,0.2881489408311914,100.97428683095235,138.14517630975203,119.25490478445744,0.28814894083119114,0.05168038026357475,0.6494348118830935,0.668328140170372,0.0531838635577639,0.12395187025747877,0.12678358085315938,0.1255095629728392,2199.5273024295025,"[0.         0.         0.         0.         0.         0.
 0.         0.74191646 0.         0.69735903 1.00157617 0.
 0.82366125 0.67867366 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.11307383 0.69735903 0.82366125 0.67867366
 0.         0.4322684  0.81923877 0.         0.51579552 0.
 0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         5.4812908  0.         5.4669225  5.59459038 0.
 5.55644592 5.46675154 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         7.26771737 5.4669225  5.55644592 5.46675154
 0.         5.72542561 5.63564007 0.         5.74015381 0.
 0.         0.        ]","[0.56129216 0.51673474 0.73723949 0.55932456 0.84873714 0.67867366
 0.74191646 0.69735903 0.91786378 0.73994886 1.02936144 0.85929796
 0.82562885 0.78107143 1.00157617 0.82366125 1.11307383 0.94301035
 0.47682583 0.4322684  0.65277315 0.47485823 0.76427081 0.59420733
 0.64329144 0.59873402 0.81923877 0.64132384 0.93073642 0.76067294
 0.51579552 0.4712381  0.69174285 0.51382792 0.8032405  0.63317702]","[14.5318699   8.90881919 15.25837223 10.46085728 19.77645754  5.46675154
  5.4812908   5.4669225  19.45547446 19.57546358 17.89879226  6.91834249
 19.79600758 19.87994129  5.59459038  5.55644592  7.26771737 18.22768203
 10.47003902  5.72542561 18.55321465 13.56175282  9.16796528 15.35184041
 13.44916608 19.12219519  5.63564007 10.30198444 15.39126491  9.44956977
  5.74015381 14.31021626  9.92746051 19.08409329 10.92530295 13.73750462]","[[ 0.]
 [ 1.]
 [ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [23.]]","[[ 0.00646517]
 [ 0.00646517]
 [ 0.00193902]
 [ 0.00157177]
 [ 0.0017866 ]
 [-0.00060118]
 [-0.00222161]
 [-0.00211651]
 [-0.00219036]
 [-0.00523563]
 [-0.00411356]
 [-0.00182441]
 [-0.00175271]
 [-0.00233042]
 [-0.00019899]
 [ 0.00287808]
 [ 0.00189459]
 [ 0.00289499]
 [ 0.00472977]]",0.006465167220777748,"[[ 1.        ]
 [ 1.        ]
 [ 0.29991825]
 [ 0.24311339]
 [ 0.2763423 ]
 [-0.09298742]
 [-0.34362753]
 [-0.32737128]
 [-0.33879365]
 [-0.80982165]
 [-0.63626508]
 [-0.28219079]
 [-0.27110081]
 [-0.36045814]
 [-0.03077888]
 [ 0.44516738]
 [ 0.29304533]
 [ 0.44778299]
 [ 0.73157685]]",3,0.9812185618103395,0.845356317093634,0.9937488801769657,0.9397046541897536,0.870221357186733
2,2,"[[0.10631964 0.00790339 0.05992788 0.28371645 0.06468014 0.06114409]
 [0.00214121 0.04947793 0.01457801 0.24034322 0.53797378 0.10280493]
 [0.00993861 0.05980387 0.09740214 0.58946224 0.20914153 0.02788461]
 [0.54895732 0.04647101 0.15678801 0.03113936 0.27586829 0.12387056]
 [0.04927116 0.02814686 0.05499502 0.0566402  0.23093292 0.04976976]
 [0.20281789 0.17743897 0.12344681 0.0074207  0.01442556 0.05364451]]","[[-0.00751772 -0.11418652 -0.03416075]
 [-0.11418652  0.0829035  -0.05469244]
 [-0.03416075 -0.05469244 -0.02771136]]","[[ 0.16431022  0.          0.        ]
 [ 0.          0.00606835  0.        ]
 [ 0.          0.         -0.12270417]]",0.16431022294024172,0.006068354003677223,-0.1227041658019189,0.1582418689365645,0.12877251980559612,0.2870143887421606,93.6091534714009,138.98339294509444,119.12484691842143,0.28701438874216045,0.05798668339989782,0.7286821543006248,0.9071346931194615,0.07218748523005591,0.12362059034756413,0.1268518184846593,0.12563742330056343,2217.2576890498426,"[0.         0.         0.65829727 0.         0.         0.
 0.         0.78566598 0.         0.66001341 0.80502534 0.
 0.86253637 0.86269767 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.17304378 0.78566598 0.86253637 0.86269767
 0.50891809 0.4490624  0.80502534 0.         0.         0.
 0.         0.        ]","[0.         0.         7.41521877 0.         0.         0.
 0.         5.48426824 0.         5.48453586 5.59103707 0.
 5.55510686 5.49929839 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         7.31090121 5.48426824 5.55510686 5.49929839
 5.66434383 5.7788351  5.59103707 0.         0.         0.
 0.         0.        ]","[0.55081179 0.42515923 0.65829727 0.57072789 0.8812353  0.77064142
 0.64286804 0.51721548 0.75035352 0.66278414 0.97329155 0.86269767
 0.78566598 0.66001341 0.89315146 0.80558208 1.11608948 1.00549561
 0.84262027 0.71696771 0.95010576 0.86253637 1.17304378 1.0624499
 0.50891809 0.38326553 0.61640357 0.52883419 0.8393416  0.72874772
 0.57471496 0.4490624  0.68220044 0.59463106 0.90513847 0.79454459
 0.69753986 0.5718873  0.80502534 0.71745596 1.02796337 0.91736949]","[ 7.53531036 16.95818019  7.41521877 16.51928301 12.31707333 12.37720967
 14.55651455  8.95280493 15.33905138 10.46837793 19.81616748  5.49929839
  5.48426824  5.48453586 19.45649513 19.60593534 17.9215789   6.88110024
 19.85133433 19.86615516  5.66290254  5.55510686  7.31090121 18.27098682
  5.66434383 10.65329055 13.36658006 19.0219129   9.18615451 15.09116364
 10.51660793  5.7788351  18.63840453 13.56957192  9.21501107 15.38579531
 13.54076146 19.15462567  5.59103707 10.2968412  15.40746141  9.41440471]","[[ 0.]
 [ 1.]
 [ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [21.]
 [23.]
 [24.]]","[[ 0.00643814]
 [ 0.00643814]
 [ 0.00196246]
 [ 0.00163123]
 [ 0.00168036]
 [-0.00072483]
 [-0.00217614]
 [-0.00199112]
 [-0.0021817 ]
 [-0.00522794]
 [-0.00410602]
 [-0.0018078 ]
 [-0.00170737]
 [-0.00229236]
 [-0.0003739 ]
 [ 0.00297694]
 [ 0.00183883]
 [ 0.00272962]
 [ 0.00627948]
 [ 0.0052794 ]
 [ 0.0064049 ]]",0.00643813876107799,"[[ 1.        ]
 [ 1.        ]
 [ 0.3048174 ]
 [ 0.25336971]
 [ 0.26100112]
 [-0.11258356]
 [-0.33800792]
 [-0.30926909]
 [-0.33887058]
 [-0.81202669]
 [-0.63776473]
 [-0.28079589]
 [-0.26519638]
 [-0.35605939]
 [-0.05807645]
 [ 0.46239079]
 [ 0.2856148 ]
 [ 0.42397669]
 [ 0.97535626]
 [ 0.82001979]
 [ 0.99483668]]",6,0.9803695955048307,0.7010137305695955,0.9901266397993361,0.9993820857332708,0.9780252507544525
3,3,"[[0.12614915 0.01230777 0.05426074 0.44524283 0.06873999 0.12507327]
 [0.02549996 0.03987019 0.01258706 0.12091195 0.52738668 0.15270252]
 [0.02099011 0.04997208 0.11560137 0.63030045 0.13527402 0.06150301]
 [0.60230318 0.21931298 0.17262296 0.02437724 0.15289919 0.13468188]
 [0.0441545  0.12929305 0.02504658 0.03445038 0.21384084 0.01891175]
 [0.10825153 0.09760944 0.14984923 0.01539554 0.02221997 0.06172988]]","[[ 0.00594648 -0.12019727 -0.04541251]
 [-0.12019727  0.0735963  -0.05604337]
 [-0.04541251 -0.05604337 -0.02739953]]","[[ 0.16634625  0.          0.        ]
 [ 0.          0.01810273  0.        ]
 [ 0.          0.         -0.13230572]]",0.16634624683207946,0.018102727413521952,-0.13230572175704317,0.1482435194185575,0.15040844917056512,0.29865196858912263,87.35025858828482,142.41760547104462,126.05338886031026,0.29865196858912263,0.05312003593526146,0.6675260586105729,0.8351071738465397,0.06645571736458979,0.12340182867161031,0.1262519637098353,0.12505854807135833,2229.070594900523,"[0.         0.         0.         0.         0.         0.
 0.52340358 0.         0.61440403 0.         0.         0.87344465
 0.73060513 0.91148982 0.52340358 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.61440403 0.97681503 0.73060513 0.91148982
 0.         0.         0.68926136 0.         0.         0.
 0.         0.        ]","[0.         0.         0.         0.         0.         0.
 5.02124632 0.         5.48071981 0.         0.         5.65062687
 5.53300336 5.58743039 5.02124632 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         5.48071981 7.29291667 5.53300336 5.58743039
 0.         0.         5.65176103 0.         0.         0.
 0.         0.        ]","[0.56836007 0.46735847 0.66320142 0.70124659 0.7665718  0.73060513
 0.52340358 0.42240198 0.61824493 0.6562901  0.7216153  0.68564864
 0.71540563 0.61440403 0.81024698 0.84829215 0.91361735 0.87765069
 0.7786033  0.67760171 0.87344465 0.91148982 0.97681503 0.94084836
 0.59442002 0.49341842 0.68926136 0.72730654 0.79263174 0.75666508]","[14.53498789  8.9211031  15.4720423  10.47567597 19.91236151  5.53300336
  5.02124632 14.10004492 10.85803213 18.95103471 16.13511832  8.83633074
  5.54542321  5.48071981 19.56023323 19.64474445 17.99896309  6.78185543
 19.88382358 19.82091929  5.65062687  5.58743039  7.29291667 18.27613784
 13.53612896 19.11740212  5.65176103 10.34272133 15.46301899  9.42302189]","[[ 0.]
 [ 1.]
 [ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [21.]
 [23.]
 [24.]]","[[ 7.06398332e-03]
 [ 7.06398332e-03]
 [ 2.19410216e-03]
 [ 1.94894710e-03]
 [ 1.43592603e-03]
 [-1.17359250e-03]
 [-2.20053097e-03]
 [-2.00422097e-03]
 [-2.53245859e-03]
 [-5.97805560e-03]
 [-4.09624136e-03]
 [-1.96245538e-03]
 [-2.07858615e-03]
 [-2.46575919e-03]
 [-5.14074878e-05]
 [ 3.38995603e-03]
 [ 2.07715604e-03]
 [ 2.85773834e-03]
 [ 6.49524725e-03]
 [ 6.84940917e-03]
 [ 6.78608409e-03]]",0.007063983323997487,"[[ 1.        ]
 [ 1.        ]
 [ 0.3106041 ]
 [ 0.27589916]
 [ 0.20327427]
 [-0.1661375 ]
 [-0.31151418]
 [-0.28372391]
 [-0.35850291]
 [-0.84627261]
 [-0.57987699]
 [-0.27781144]
 [-0.29425128]
 [-0.34906073]
 [-0.00727741]
 [ 0.47989298]
 [ 0.29404883]
 [ 0.40455055]
 [ 0.91948791]
 [ 0.9696242 ]
 [ 0.9606597 ]]",9,0.9711337282409743,0.5217798209234561,0.9894641536904494,0.8896333917989937,0.8737067756526316
4,4,"[[0.11348943 0.01887618 0.0711416  0.20979564 0.01730695 0.10134656]
 [0.0133467  0.04369501 0.03657641 0.13010179 0.58404508 0.12178815]
 [0.02801257 0.06628645 0.08254255 0.59689338 0.21944907 0.0141997 ]
 [0.49676072 0.16837192 0.00245485 0.02440942 0.21764005 0.09126313]
 [0.13509559 0.05551573 0.01469505 0.03618875 0.25244236 0.01487469]
 [0.17260525 0.19197223 0.09247009 0.03578914 0.00571305 0.06689715]]","[[ 0.0078317  -0.12719923 -0.04655365]
 [-0.12719923  0.06658576 -0.06402227]
 [-0.04655365 -0.06402227 -0.01726983]]","[[ 0.17045067  0.          0.        ]
 [ 0.          0.02764706  0.        ]
 [ 0.          0.         -0.1409501 ]]",0.170450673794064,0.02764705927380398,-0.14095010333220867,0.14280361452026002,0.16859716260601265,0.3114007771262727,86.69086703131254,144.0129863214355,125.07093499244341,0.3114007771262728,0.06816676959807533,0.856608890353046,1.1167670322370746,0.08886949673129824,0.12362888870827957,0.12779813737731613,0.1257767826182129,2216.81123104274,"[0.         0.         0.71098886 0.         0.         0.
 0.82797048 0.         0.7674349  0.         0.         1.05013588
 0.         0.73038729 0.         0.         0.         0.
 0.         1.16319045 0.         0.         0.         0.
 0.         0.         0.7674349  1.16319045 1.02494709 0.
 0.         0.         0.75201468 0.         0.         0.
 0.         0.        ]","[ 0.          0.          7.47529293  0.          0.          0.
  5.61168381  0.          5.54212383  0.          0.          5.16582573
  0.         10.35235505  0.          0.          0.          0.
  0.          4.99052945  0.          0.          0.          0.
  0.          0.          5.54212383  4.99052945  6.83737396  0.
  0.          0.          5.5694765   0.          0.          0.
  0.          0.        ]","[0.57644846 0.51591288 0.71098886 0.68936147 0.82404343 0.77342508
 0.91559548 0.8550599  1.05013588 1.02850849 1.16319045 1.1125721
 0.82797048 0.7674349  0.96251088 0.94088349 1.07556545 1.02494709
 0.61747428 0.5569387  0.75201468 0.73038729 0.86506925 0.8144509 ]","[ 7.55849562 17.09652731  7.47529293 16.63749864 12.44658204 12.4159775
 15.03989502 19.44428793  5.16582573 10.5439852   4.99052945 19.78913553
  5.61168381  5.54212383 19.55956133 19.64586771 17.92717916  6.83737396
 13.4161616  19.03239036  5.5694765  10.35235505 15.38987349  9.36911715]","[[ 0.]
 [ 1.]
 [ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [21.]
 [23.]
 [24.]]","[[ 0.00779498]
 [ 0.00779498]
 [ 0.002451  ]
 [ 0.0022421 ]
 [ 0.00155388]
 [-0.00163561]
 [-0.00237693]
 [-0.00208834]
 [-0.00297825]
 [-0.0070086 ]
 [-0.00411422]
 [-0.00211185]
 [-0.00241596]
 [-0.0027503 ]
 [ 0.00041259]
 [ 0.00390231]
 [ 0.00231876]
 [ 0.00323312]
 [ 0.00702015]
 [ 0.00735083]
 [ 0.00771973]]",0.007794980741895753,"[[ 1.        ]
 [ 1.        ]
 [ 0.31443321]
 [ 0.28763375]
 [ 0.19934404]
 [-0.20982802]
 [-0.30493049]
 [-0.26790835]
 [-0.38207246]
 [-0.89911692]
 [-0.52780317]
 [-0.27092451]
 [-0.30993799]
 [-0.35282987]
 [ 0.05293059]
 [ 0.50061884]
 [ 0.29746864]
 [ 0.41477   ]
 [ 0.90059882]
 [ 0.94302033]
 [ 0.99034611]]",12,0.9737115795255339,0.4370415500169782,0.9881050397347583,1.0540287881385926,1.0158529936272063
5,5,"[[0.09061256 0.00395539 0.04570822 0.28078285 0.0529292  0.11989421]
 [0.00276771 0.05980248 0.01462536 0.18983753 0.53347455 0.16785702]
 [0.0242085  0.08296979 0.0856681  0.63504554 0.24589124 0.03171764]
 [0.43892946 0.19678527 0.11294589 0.07161696 0.17277807 0.14573173]
 [0.14600396 0.02858986 0.04039983 0.00814852 0.18331682 0.00779611]
 [0.19888879 0.17569877 0.07530092 0.01028189 0.00554016 0.04691869]]","[[ 0.01336916 -0.14311627 -0.03755378]
 [-0.14311627  0.06364092 -0.06171114]
 [-0.03755378 -0.06171114 -0.01392699]]","[[ 0.18670424  0.          0.        ]
 [ 0.          0.01981336  0.        ]
 [ 0.          0.         -0.1434345 ]]",0.18670423579021067,0.019813359330802083,-0.14343450140966207,0.1668908764594086,0.16324786074046416,0.33013873719987274,84.83701604567503,148.22546984837615,120.69388705991362,0.3301387371998726,0.05659447119579852,0.7111870997700791,0.8713430616962867,0.06933927769889518,0.12385345667501471,0.12700517930063446,0.12569849478322365,2204.774683021026,"[0.         0.         0.59324277 0.         0.         0.
 0.67029393 0.         0.60514892 0.         0.         0.88954726
 0.84317711 0.94674394 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.60514892 1.06634338 0.84317711 0.94674394
 0.         0.         0.69153962 0.         0.         0.
 0.         0.        ]","[0.         0.         7.41563462 0.         0.         0.
 5.58532574 0.         5.525824   0.         0.         5.63462244
 5.54254862 5.56071461 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         5.525824   7.22697026 5.54254862 5.56071461
 0.         0.         5.650249   0.         0.         0.
 0.         0.        ]","[0.45187375 0.38672875 0.59324277 0.65043945 0.77003889 0.70946984
 0.58558103 0.52043603 0.72695004 0.78414673 0.90374616 0.84317711
 0.67029393 0.60514892 0.81166294 0.86885962 0.98845906 0.92789001
 0.74817824 0.68303324 0.88954726 0.94674394 1.06634338 1.00577433
 0.55017061 0.4850256  0.69153962 0.7487363  0.86833574 0.80776669]","[ 7.5278864  17.02880836  7.41563462 16.4874904  12.38207763 12.38460579
 14.59083041  8.77846204 15.42040082 10.49601423 19.89706561  5.54254862
  5.58532574  5.525824   19.52349705 19.56835546 17.96221136  6.74510782
 19.89988439 19.85940438  5.63462244  5.56071461  7.22697026 18.31616878
 13.38551711 18.99141239  5.650249   10.30483665 15.45508477  9.42839739]","[[ 0.]
 [ 1.]
 [ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [21.]
 [23.]]","[[ 0.00861965]
 [ 0.00861965]
 [ 0.00268364]
 [ 0.00222327]
 [ 0.00197775]
 [-0.00154708]
 [-0.00262278]
 [-0.00258307]
 [-0.00318443]
 [-0.00720966]
 [-0.00486356]
 [-0.00238476]
 [-0.0024039 ]
 [-0.00298252]
 [-0.00011401]
 [ 0.00398062]
 [ 0.002524  ]
 [ 0.00362002]
 [ 0.0082065 ]
 [ 0.00767692]]",0.008619650669933499,"[[ 1.        ]
 [ 1.        ]
 [ 0.31133978]
 [ 0.25793032]
 [ 0.22944657]
 [-0.17948237]
 [-0.30427958]
 [-0.2996725 ]
 [-0.3694387 ]
 [-0.83642094]
 [-0.56424047]
 [-0.27666542]
 [-0.27888622]
 [-0.34601399]
 [-0.01322665]
 [ 0.46180769]
 [ 0.29281963]
 [ 0.41997255]
 [ 0.95206833]
 [ 0.89063038]]",15,0.9637416832652518,0.3234208360468599,0.9850241469099464,0.9728862256126309,0.9186103882512684
6,6,"[[0.10509471 0.03650165 0.05633579 0.25728146 0.0169924  0.12310263]
 [0.00724359 0.06448075 0.0308042  0.20583518 0.53545526 0.18562662]
 [0.02282274 0.08284858 0.09863179 0.72106093 0.28385565 0.00590588]
 [0.41505153 0.28310838 0.10254644 0.07007766 0.18999303 0.16512229]
 [0.14188155 0.04123941 0.01023034 0.04353031 0.17563165 0.06015109]
 [0.20809226 0.16619198 0.05907928 0.02812364 0.00672834 0.06032369]]","[[ 0.01873698 -0.13456366 -0.03211397]
 [-0.13456366  0.05053237 -0.06686752]
 [-0.03211397 -0.06686752 -0.01206537]]","[[ 0.17495944  0.          0.        ]
 [ 0.          0.02089099  0.        ]
 [ 0.          0.         -0.13864643]]",0.17495943505916042,0.02089098775702755,-0.13864643284748435,0.15406844730213287,0.1595374206045119,0.3136058679066448,82.28685379510354,148.08297211248032,115.29684580858785,0.3136058679066446,0.059237534790559196,0.7444008164591622,0.9937214460525805,0.0790778400978472,0.12394656182411809,0.12718871875423515,0.12595902115304045,2199.8099212616403,"[0.         0.         0.62566289 0.         0.         0.
 0.603054   0.         0.61992413 0.         0.         1.00320034
 0.         0.92936597 0.         0.         0.         0.
 0.         1.23085599 0.         1.08628763 0.         0.
 0.         0.         0.61992413 1.23085599 0.92436904 0.
 0.         0.         0.70817294 0.         0.         0.
 0.         0.        ]","[0.         0.         7.4142554  0.         0.         0.
 5.57846383 0.         5.51986789 0.         0.         5.20206684
 0.         5.20345788 0.         0.         0.         0.
 0.         4.97524192 0.         5.19360277 0.         0.
 0.         0.         5.51986789 4.97524192 6.78062225 0.
 0.         0.         5.62116572 0.         0.         0.
 0.         0.        ]","[0.42759193 0.44446206 0.62566289 0.69639687 0.85331853 0.74890697
 0.80512939 0.82199952 1.00320034 1.07393433 1.23085599 1.12644443
 0.66056102 0.67743116 0.85863198 0.92936597 1.08628763 0.98187607
 0.603054   0.61992413 0.80112496 0.87185894 1.0287806  0.92436904
 0.51010198 0.52697211 0.70817294 0.77890693 0.93582858 0.83141702]","[ 7.56015056 17.07268782  7.4142554  16.45828512 12.31533306 12.35002025
 15.14578709 19.38246197  5.20206684 10.50742378  4.97524192 19.87400662
 19.53913541 15.20630401 10.65942181  5.20345788  5.19360277 19.88172196
  5.57846383  5.51986789 19.45199994 19.50823658 17.84265956  6.78062225
 13.39996579 19.01997095  5.62116572 10.26336911 15.46827445  9.41447426]","[[ 0.]
 [ 5.]
 [ 6.]
 [ 7.]
 [ 8.]
 [ 9.]
 [10.]
 [11.]
 [12.]
 [13.]
 [14.]
 [15.]
 [16.]
 [17.]
 [18.]
 [19.]
 [20.]
 [21.]
 [23.]]","[[ 0.00780816]
 [ 0.00242631]
 [ 0.00216557]
 [ 0.00173007]
 [-0.00138519]
 [-0.00242492]
 [-0.00229736]
 [-0.00292468]
 [-0.00671069]
 [-0.00424048]
 [-0.00219611]
 [-0.00234085]
 [-0.0026911 ]
 [ 0.00015779]
 [ 0.00362834]
 [ 0.00231817]
 [ 0.00340427]
 [ 0.00763804]
 [ 0.00608211]]",0.0078081552724703135,"[[ 1.        ]
 [ 0.31074029]
 [ 0.27734688]
 [ 0.22157166]
 [-0.17740239]
 [-0.31056285]
 [-0.2942259 ]
 [-0.37456793]
 [-0.85944648]
 [-0.54308397]
 [-0.28125892]
 [-0.29979551]
 [-0.34465272]
 [ 0.02020873]
 [ 0.46468649]
 [ 0.29689087]
 [ 0.43598925]
 [ 0.97821297]
 [ 0.77894336]]",18,0.9596697376893764,0.22006195084769656,0.9800531236974286,1.0120560660134472,0.9539133914057967
