,frame,time,stress_cell_nearest_pair_distance,stress_cell_nearest_pair_anisotropy
463,36,108,0.0,0.0
464,36,108,5.242282188940346,0.8418347551353947
465,36,108,0.0,0.0
466,36,108,0.0,0.0
467,36,108,0.0,0.0
468,36,108,0.0,0.0
469,36,108,0.0,0.0
470,36,108,0.0,0.0
471,36,108,0.0,0.0
472,36,108,0.0,0.0
473,36,108,0.0,0.0
474,36,108,5.121270284319104,0.8378696202005604
475,36,108,0.0,0.0
476,36,108,5.081657213711935,0.9607059180620231
477,36,108,4.890939931198725,0.5955619312237634
478,36,108,0.0,0.0
479,36,108,0.0,0.0
480,36,108,0.0,0.0
481,36,108,0.0,0.0
482,36,108,0.0,0.0
483,36,108,4.890939931198725,0.5955619312237634
484,36,108,5.081657213711935,0.9607059180620231
485,36,108,0.0,0.0
486,36,108,5.645193045061134,0.4897435368716835
487,36,108,5.497142139958279,0.5009758979142473
488,36,108,0.0,0.0
489,36,108,0.0,0.0
490,36,108,0.0,0.0
491,36,108,0.0,0.0
492,36,108,0.0,0.0
493,36,108,9.345190168514405,0.48262212011344174
494,39,117,0.0,0.0
495,39,117,0.0,0.0
496,39,117,0.0,0.0
497,39,117,0.0,0.0
498,39,117,0.0,0.0
499,39,117,7.895260384655998,0.29153635414845724
500,39,117,0.0,0.0
501,39,117,0.0,0.0
502,39,117,0.0,0.0
503,39,117,0.0,0.0
504,39,117,5.255237090002497,1.0072635135213597
505,39,117,5.612992054041044,0.45659211006370837
506,39,117,0.0,0.0
507,39,117,0.0,0.0
508,39,117,0.0,0.0
509,39,117,0.0,0.0
510,39,117,0.0,0.0
511,39,117,0.0,0.0
512,39,117,5.06733370960765,0.8196826628713041
513,39,117,0.0,0.0
514,39,117,5.082748304419178,0.5927030846680025
515,39,117,4.7871202282610446,0.6206308320797583
516,39,117,0.0,0.0
517,39,117,0.0,0.0
518,39,117,0.0,0.0
519,39,117,0.0,0.0
520,39,117,5.06733370960765,0.8196826628713041
521,39,117,4.7871202282610446,0.6206308320797583
522,39,117,0.0,0.0
523,39,117,4.864181520254932,0.5648163788323107
524,39,117,4.620096367014502,0.4216665342852378
525,39,117,9.408902211048826,0.458948539266822
526,39,117,0.0,0.0
527,39,117,0.0,0.0
528,39,117,4.620096367014502,0.4216665342852378
529,39,117,0.0,0.0
530,39,117,0.0,0.0
531,39,117,9.394664731190502,0.6170003723749784
532,42,126,0.0,0.0
533,42,126,3.7209426184983423,0.4750243185038793
534,42,126,0.0,0.0
535,42,126,0.0,0.0
536,42,126,0.0,0.0
537,42,126,0.0,0.0
538,42,126,0.0,0.0
539,42,126,0.0,0.0
540,42,126,5.598177574701916,0.5388357188986852
541,42,126,4.973631438189414,0.5019686239086445
542,42,126,5.295499879657259,1.036531214295222
543,42,126,7.29132701461276,0.36178575307894356
544,42,126,0.0,0.0
545,42,126,0.0,0.0
546,42,126,0.0,0.0
547,42,126,0.0,0.0
548,42,126,0.0,0.0
549,42,126,0.0,0.0
550,42,126,5.295499879657259,1.036531214295222
551,42,126,0.0,0.0
552,42,126,0.0,0.0
553,42,126,3.7209426184983423,0.4750243185038793
554,42,126,0.0,0.0
555,42,126,0.0,0.0
556,42,126,0.0,0.0
557,42,126,0.0,0.0
558,42,126,0.0,0.0
559,42,126,0.0,0.0
560,42,126,0.0,0.0
561,42,126,0.0,0.0
562,42,126,4.629338083805268,0.4332108104403286
563,42,126,5.598177574701916,0.5388357188986852
564,42,126,0.0,0.0
565,42,126,0.0,0.0
566,42,126,4.629338083805268,0.4332108104403286
567,42,126,0.0,0.0
568,42,126,0.0,0.0
569,42,126,9.388569237837183,0.5245732492379702
570,45,135,0.0,0.0
571,45,135,3.774302438786965,0.5970141535986777
572,45,135,0.0,0.0
573,45,135,0.0,0.0
574,45,135,0.0,0.0
575,45,135,0.0,0.0
576,45,135,5.097321150984644,0.8633387490249027
577,45,135,0.0,0.0
578,45,135,0.0,0.0
579,45,135,0.0,0.0
580,45,135,5.1993973324370595,0.9488721103904749
581,45,135,7.294295194894502,0.4861980192743659
582,45,135,0.0,0.0
583,45,135,0.0,0.0
584,45,135,0.0,0.0
585,45,135,0.0,0.0
586,45,135,0.0,0.0
587,45,135,0.0,0.0
588,45,135,5.097321150984644,0.8633387490249027
589,45,135,0.0,0.0
590,45,135,0.0,0.0
591,45,135,3.774302438786965,0.5970141535986777
592,45,135,0.0,0.0
593,45,135,0.0,0.0
594,45,135,0.0,0.0
595,45,135,0.0,0.0
596,45,135,0.0,0.0
597,45,135,0.0,0.0
598,45,135,0.0,0.0
599,45,135,0.0,0.0
600,45,135,5.651554059891337,0.5180840999919392
601,45,135,10.461477403069388,0.4196020481450581
602,45,135,0.0,0.0
603,45,135,0.0,0.0
604,45,135,0.0,0.0
605,45,135,0.0,0.0
606,45,135,0.0,0.0
607,45,135,9.413582170643052,0.6106574457674379
608,48,144,0.0,0.0
609,48,144,7.258629704569711,0.5003934740854674
610,48,144,0.0,0.0
611,48,144,0.0,0.0
612,48,144,0.0,0.0
613,48,144,0.0,0.0
614,48,144,0.0,0.0
615,48,144,0.0,0.0
616,48,144,0.0,0.0
617,48,144,5.051030795026314,0.586199543414256
618,48,144,4.795794384320901,0.9699384365840414
619,48,144,7.258629704569711,0.5003934740854674
620,48,144,0.0,0.0
621,48,144,0.0,0.0
622,48,144,4.795794384320901,0.9699384365840414
623,48,144,0.0,0.0
624,48,144,8.250320915177296,0.6347892908152131
625,48,144,5.051030795026314,0.586199543414256
626,48,144,0.0,0.0
627,48,144,0.0,0.0
628,48,144,0.0,0.0
629,48,144,0.0,0.0
630,48,144,0.0,0.0
631,48,144,0.0,0.0
632,48,144,0.0,0.0
633,48,144,0.0,0.0
634,48,144,8.976539840411565,0.7606449805601794
635,48,144,0.0,0.0
636,48,144,0.0,0.0
637,48,144,0.0,0.0
638,48,144,4.649865010461919,0.41599249714567255
639,48,144,5.85433573016771,0.4870384614313062
640,48,144,0.0,0.0
641,48,144,8.292722552244497,0.5196646605558055
642,48,144,4.649865010461919,0.41599249714567255
643,48,144,0.0,0.0
644,48,144,0.0,0.0
645,48,144,0.0,0.0
646,51,153,0.0,0.0
647,51,153,0.0,0.0
648,51,153,0.0,0.0
649,51,153,0.0,0.0
650,51,153,0.0,0.0
651,51,153,0.0,0.0
652,51,153,0.0,0.0
653,51,153,0.0,0.0
654,51,153,0.0,0.0
655,51,153,4.957875104114612,0.5092914685976258
656,51,153,5.256882227062124,0.9175888849869958
657,51,153,5.478323509598823,0.6506846817602426
658,51,153,0.0,0.0
659,51,153,0.0,0.0
660,51,153,0.0,0.0
661,51,153,0.0,0.0
662,51,153,0.0,0.0
663,51,153,0.0,0.0
664,51,153,4.974930896238632,0.9173818723563182
665,51,153,0.0,0.0
666,51,153,0.0,0.0
667,51,153,4.860848519721782,0.6142928682223002
668,51,153,0.0,0.0
669,51,153,0.0,0.0
670,51,153,0.0,0.0
671,51,153,0.0,0.0
672,51,153,4.974930896238632,0.9173818723563182
673,51,153,0.0,0.0
674,51,153,0.0,0.0
675,51,153,4.860848519721782,0.6142928682223002
676,51,153,4.641699083145092,0.4597601905613182
677,51,153,5.816091371661062,0.38273967445412427
678,51,153,0.0,0.0
679,51,153,4.592741596346534,0.5120686263609723
680,51,153,4.641699083145092,0.4597601905613182
681,51,153,0.0,0.0
682,51,153,0.0,0.0
683,51,153,4.592741596346534,0.5120686263609723
684,54,162,0.0,0.0
685,54,162,7.187871104979667,0.5856314963370803
686,54,162,0.0,0.0
687,54,162,0.0,0.0
688,54,162,0.0,0.0
689,54,162,0.0,0.0
690,54,162,0.0,0.0
691,54,162,0.0,0.0
692,54,162,0.0,0.0
693,54,162,4.96152674332481,0.7601136134081234
694,54,162,4.839122163691471,1.1521268468494628
695,54,162,7.187871104979667,0.5856314963370803
696,54,162,0.0,0.0
697,54,162,0.0,0.0
698,54,162,4.839122163691471,1.1521268468494628
699,54,162,0.0,0.0
