,time,distances,autocorrelations_spatial_total,autocorrelations_spatial_tissue,autocorrelations_spatial_cell
0,0,0.0,0.9999999999999997,,
1,0,1.0,0.9999999999999998,,1.0
2,0,3.0,0.11401593527065462,,0.06416277332504748
3,0,4.0,-0.0028002363075130816,,-0.06738910264944166
4,0,5.0,-0.25569660942532346,0.297147811755605,-0.30385910260357446
5,0,6.0,-0.2926608360673845,0.22489849366435413,-0.3334871675736565
6,0,7.0,-0.2456870151788535,0.3010841670977715,-0.26899550191343335
7,0,8.0,-0.05760612612527831,-0.05619222246124735,-0.06135422694864982
8,0,9.0,0.05344867781158418,-0.3579999327733819,0.07092523486341991
9,0,10.0,0.12711489269825954,-0.3339600876212745,0.1843446329544206
10,0,11.0,-0.09371992790453107,-0.3123209658637795,-0.05759838915213392
11,0,12.0,-0.05187332880574028,-0.7682344226791191,0.006128520973268185
12,0,13.0,0.01534991170213955,-0.7024829606347971,-0.006664885274310381
13,0,14.0,0.13340053158296336,-0.28691570568054153,0.16873831007003112
14,0,15.0,0.14524092411985617,-0.2187347288693815,0.20913483447542433
15,0,16.0,-0.015033956888658065,-0.3598674380943591,-0.0010898593875910574
16,0,17.0,0.03488367754938721,-0.12268712627541233,0.031445249319793846
17,0,18.0,-0.1667128596185921,0.40416548298308747,-0.19185316162711527
18,0,19.0,-0.32303953629023285,0.2875948110584851,-0.33826830078745057
19,0,20.0,-0.37247180392142776,0.43467683771706234,-0.402506571986417
20,0,21.0,0.2695351005985184,,0.14018510065126236
21,0,22.0,0.16856292217330576,,-0.19003158348199406
22,0,23.0,0.31260417732295104,0.6559158032169179,0.32823546710178025
23,0,24.0,0.9598081982009923,0.9939871187252506,0.9659413949669815
24,3,1.0,1.0,0.9999999999999999,0.9999999999999997
25,3,3.0,0.11560561742236247,,0.04833561203331176
26,3,4.0,0.06635801424750179,,-0.0291004344488476
27,3,5.0,-0.2247172084010072,0.29991825220104257,-0.2863152388643459
28,3,6.0,-0.32292780032159396,0.24311339465827184,-0.3938421897944975
29,3,7.0,-0.23394075556463795,0.2763422996138168,-0.26043062834703223
30,3,8.0,-0.07088488427639199,-0.09298742042368191,-0.0662750322995347
31,3,9.0,0.05805281783707267,-0.3436275263426431,0.09852810629914803
32,3,10.0,0.10442649121511698,-0.32737128423017026,0.17397906684342826
33,3,11.0,-0.12146518878826751,-0.3387936468177805,-0.07930547346507141
34,3,12.0,-0.040920810278272476,-0.8098216532526389,0.02389985109650722
35,3,13.0,0.007337250382663271,-0.6362650806277144,-0.029544195748732203
36,3,14.0,0.0914780704075218,-0.2821907873144979,0.13347688985128284
37,3,15.0,0.11575605961138595,-0.27110081428101396,0.22041860113076664
38,3,16.0,0.01121819326427129,-0.36045814397528336,0.03487163999844106
39,3,17.0,0.020061423142568407,-0.030778875849441334,0.020984995027013485
40,3,18.0,-0.11107962196069927,0.44516738244655374,-0.1521848015762731
41,3,19.0,-0.2899365565249672,0.2930453287794748,-0.3147783201879644
42,3,20.0,-0.3605171207392556,0.4477829920314393,-0.4043519573553765
43,3,21.0,0.24854090732258094,,0.0987104256251139
44,3,22.0,0.1565939348792715,,-0.2734403630109134
45,3,23.0,0.3210882462247015,0.731576847060066,0.31787317623844535
46,3,24.0,0.9466744736449948,,0.9306729977104963
47,6,3.0,0.06069029906504593,,0.06449784683162016
48,6,4.0,0.03716003297812767,,-0.04907710725667799
49,6,5.0,-0.2346498356884156,0.30481739916817235,-0.292102204944667
50,6,6.0,-0.304698835093486,0.2533697133286537,-0.3483308653521262
51,6,7.0,-0.24216359573070106,0.2610011194010148,-0.2598188502999419
52,6,8.0,-0.0685400171661481,-0.11258356015433868,-0.060487707063832045
53,6,9.0,0.02791428694194306,-0.3380079154109895,0.03707013319860364
54,6,10.0,0.11658106563982734,-0.3092690894995021,0.16830256288128675
55,6,11.0,-0.08769294841298325,-0.3388705768063954,-0.03977762111411771
56,6,12.0,-0.07271100495810874,-0.8120266872587022,-0.006217723273959731
57,6,13.0,0.03614983315917184,-0.6377647269501954,0.009830646134137764
58,6,14.0,0.14686450594326314,-0.28079588965093505,0.184749172971073
59,6,15.0,0.15140909257262533,-0.2651963798672259,0.20868541402209914
60,6,16.0,-0.05036794040571895,-0.3560593879668807,-0.02411121869933305
61,6,17.0,0.0405725812718605,-0.05807644982376859,0.030836304340245098
62,6,18.0,-0.14916267772217476,0.4623907872062839,-0.19158297970725183
63,6,19.0,-0.3003584724914644,0.2856147973586736,-0.3112497645285413
64,6,20.0,-0.3574306315247915,0.4239766934721909,-0.391696722420624
65,6,21.0,0.32158658383065103,0.9753562555823144,0.17593129586272407
66,6,22.0,0.10831203220011552,,-0.23859002646356706
67,6,23.0,0.32451577449183966,0.8200197896347479,0.29727909531070157
68,6,24.0,0.9574736527422926,0.9948366759980641,0.9568771363342565
69,9,0.0,1.0,0.9999999999999997,0.9999999999999997
70,9,1.0,1.0,0.9999999999999998,0.9999999999999997
71,9,3.0,0.07896776031883147,,0.11603791763194582
72,9,4.0,0.15582220145593156,,0.0662472543160932
73,9,5.0,-0.2121544027738779,0.3106040968452495,-0.2814363963650628
74,9,6.0,-0.3357043389822571,0.27589916493168676,-0.4044453727901303
75,9,7.0,-0.2959181342323436,0.2032742666683234,-0.29767966474147367
76,9,8.0,-0.09712121976281135,-0.1661374955097641,-0.09304176893951964
77,9,9.0,0.03133716610925485,-0.311514179169716,0.03559426260069824
78,9,10.0,0.10971729814508689,-0.28372391053113094,0.17466450240324055
79,9,11.0,-0.10739584740794617,-0.3585029113916995,-0.0511463159880699
80,9,12.0,-0.10182668931794768,-0.8462726098194626,-0.023037996352977076
81,9,13.0,0.02211767877782886,-0.5798769857904165,-0.0024471574157139396
82,9,14.0,0.10781523814945458,-0.2778114404838145,0.15508183385059
83,9,15.0,0.15912610201721836,-0.29425128225667724,0.23997354991473144
84,9,16.0,-0.019533594391918364,-0.3490607317240993,0.012878001434667972
85,9,17.0,0.09842028936632483,-0.007277407866045917,0.08396624698503387
86,9,18.0,-0.15654865863989428,0.4798929825235359,-0.22767313526914432
87,9,19.0,-0.3008409427800228,0.29404883134916576,-0.31545400589664613
88,9,20.0,-0.2987834903038852,0.4045505498659044,-0.3315788389157328
89,9,21.0,0.39035965465415384,0.9194879076677162,0.20840731025492837
90,9,22.0,0.060965498438836786,,-0.27351015749022695
91,9,23.0,0.33692884566388687,0.9696241983456246,0.2712837539860059
92,9,24.0,0.8573627838377836,0.9606596981460516,0.8298748328919868
93,12,0.0,0.9999999999999997,0.9999999999999997,1.0
94,12,1.0,0.9999999999999996,0.9999999999999997,1.0
95,12,3.0,0.0886130746215642,,0.07544222603766906
96,12,4.0,0.07688648276228575,,-0.02394552533798076
97,12,5.0,-0.23153281347942034,0.31443321365138266,-0.30244807349932185
98,12,6.0,-0.28761738643972873,0.28763375202462016,-0.36491442167420407
99,12,7.0,-0.2871914844717291,0.19934404191155294,-0.297259257376235
100,12,8.0,-0.07665442049962166,-0.20982802316641397,-0.05405834820982932
101,12,9.0,0.05957218024186173,-0.3049304934266152,0.07846712094141785
102,12,10.0,0.11890117721442131,-0.26790835426492965,0.1804499500721283
103,12,11.0,-0.14128739532574747,-0.3820724616284653,-0.09065392589375436
104,12,12.0,-0.10338382739879279,-0.8991169224248464,-0.0025826163801346154
105,12,13.0,0.04390953548572436,-0.5278031681952419,0.003623877427160746
106,12,14.0,0.1238592761087385,-0.27092450635763915,0.17101710215993246
107,12,15.0,0.12355251483085154,-0.3099379870806093,0.21757972991099067
108,12,16.0,-0.024649344215869697,-0.35282986726442356,0.00784575375689568
109,12,17.0,0.043396935237275246,0.052930590368102486,0.016401934089530446
110,12,18.0,-0.13884429254707237,0.5006188422165084,-0.2042384474526197
111,12,19.0,-0.30915511144015123,0.29746864360698133,-0.33735531616000525
112,12,20.0,-0.3506304036711115,0.41477000334928993,-0.38755262364359794
113,12,21.0,0.3697948582545729,0.900598821634871,0.19529287108775528
114,12,22.0,0.23167540651182578,,-0.16204224653563024
115,12,23.0,0.44132507599040977,0.9430203280230387,0.4273850206904866
116,12,24.0,0.9513898785222362,0.9903461136113224,0.9318394394463003
117,15,0.0,0.9999999999999998,0.9999999999999998,1.0
118,15,1.0,0.9999999999999997,1.0,0.9999999999999998
119,15,3.0,0.10521289971554408,,0.08840810083472911
120,15,4.0,0.11037640041095076,,-0.0029039635839340867
121,15,5.0,-0.20924475121646968,0.31133978345707536,-0.2944946417162209
122,15,6.0,-0.318746127772203,0.25793032255598974,-0.39605019856560897
123,15,7.0,-0.23231855605463272,0.22944657370938193,-0.2655370109076855
124,15,8.0,-0.11777497060186377,-0.17948236539293133,-0.10011406832462398
125,15,9.0,0.007683103463933437,-0.30427958337524286,0.028213535901515527
126,15,10.0,0.1316083771517967,-0.29967249738851687,0.19797058391175607
127,15,11.0,-0.10848907714255944,-0.3694387037990381,-0.0467105482551274
128,15,12.0,-0.12310676258170332,-0.8364209415259025,-0.024160810772448398
129,15,13.0,0.02181358305890683,-0.5642404668756805,0.020802147392546023
130,15,14.0,0.08992698976220083,-0.2766654165181399,0.15031039645051264
131,15,15.0,0.13865707688718013,-0.2788862169592394,0.20717515986954002
132,15,16.0,-0.0413270838057587,-0.34601398720664367,0.0014251711821816082
133,15,17.0,0.03122522663737269,-0.013226647378467717,0.03793571199361226
134,15,18.0,-0.14615278682520558,0.4618076868166109,-0.2331052248686726
135,15,19.0,-0.2663798704161547,0.2928196343544497,-0.2933699383787188
136,15,20.0,-0.3159852136923225,0.41997254539454926,-0.37871167566578284
137,15,21.0,0.40645864353617656,0.9520683306754729,0.1964319556917251
138,15,22.0,0.19471739786109593,,-0.21512719560201105
139,15,23.0,0.36720615504396803,0.8906303846599861,0.30637710457651485
140,18,0.0,0.9999999999999998,1.0,1.0
141,18,1.0,0.9999999999999998,,0.9999999999999998
142,18,3.0,0.08704404845846943,,0.09577609772891228
143,18,4.0,0.10345814959230855,,0.006277452602784489
144,18,5.0,-0.2211374766993793,0.3107402859405742,-0.2973039796953881
145,18,6.0,-0.31672225941642723,0.2773468840567201,-0.385385371168499
146,18,7.0,-0.23044583989349607,0.22157165751956193,-0.25249721244673584
147,18,8.0,-0.10664703188942928,-0.17740238809580483,-0.08238247119495981
148,18,9.0,-0.010417393641600287,-0.3105628521131397,0.01095503939024391
149,18,10.0,0.13461492443872047,-0.29422590425470563,0.1805087376481916
150,18,11.0,-0.09088597526306963,-0.37456793188363036,-0.037783809708453096
151,18,12.0,-0.12012498269359365,-0.8594464798828464,-0.0320837240447087
152,18,13.0,0.01941152807678441,-0.5430839652334878,0.009709220984496288
153,18,14.0,0.11763281066305313,-0.281258923293841,0.1828336974970366
154,18,15.0,0.1207211490236765,-0.29979550872456967,0.17848059554415527
155,18,16.0,-0.031345945098881285,-0.3446527203056559,0.010501503210855691
156,18,17.0,0.030031436663243486,0.02020873195608598,0.042015320731166955
157,18,18.0,-0.10736413091864565,0.4646864890531124,-0.17365133440690006
158,18,19.0,-0.26139518292503305,0.29689087355334964,-0.2838112942820252
159,18,20.0,-0.3234208702805262,0.43598924629889446,-0.3879652703578082
160,18,21.0,0.29296904452486333,0.978212973463595,0.12109883606860071
161,18,22.0,0.12441125671172532,,-0.3183922995439421
162,18,23.0,0.3871467021006359,0.7789433601117639,0.400995799222145
163,18,24.0,0.9656945934668077,,0.9274337006060867
164,21,0.0,1.0,0.9999999999999996,0.9999999999999998
165,21,3.0,0.02627312024201812,,0.07247982802679659
166,21,4.0,0.12300371265481459,,0.0393588718363362
167,21,5.0,-0.2179629556861303,0.31130843236520866,-0.28582258160213675
168,21,6.0,-0.35579751093646117,0.2829092629697232,-0.4098059078799535
169,21,7.0,-0.2332058243283642,0.20287606681708942,-0.25346568414307474
170,21,8.0,-0.09990715177172234,-0.21047295565803104,-0.08502748362344605
171,21,9.0,-0.019148111518277777,-0.2953461617932758,-0.013848530193123362
172,21,10.0,0.13132663873319494,-0.28654266730779954,0.18163517826062253
173,21,11.0,-0.084503426644508,-0.39751429091997265,-0.02634313890298778
174,21,12.0,-0.1032686258809561,-0.8799337360357855,-0.024550447585332428
